job_id,title,company,location,experience,salary,skills,description
4689,BI Developer,Zoho,Remote,0-1 years,35 LPA,"power bi, snowflake, sql, etl, looker, bigquery, excel, git, communication, scrum","We are hiring a BI Developer at Zoho (Remote). Experience: 0-1 years. Required skills: power bi, snowflake, sql, etl, looker, bigquery, excel, git, communication, scrum. Responsibilities include designing, building and deploying production systems using power bi, snowflake, sql, etl. Strong problem solving, communication and ownership expected."
4690,Cloud Engineer,ServiceNow,Remote,1-3 years,16 LPA,"aws, docker, azure, kubernetes, gcp, communication, leadership, git","We are hiring a Cloud Engineer at ServiceNow (Remote). Experience: 1-3 years. Required skills: aws, docker, azure, kubernetes, gcp, communication, leadership, git. Responsibilities include designing, building and deploying production systems using aws, docker, azure, kubernetes. Strong problem solving, communication and ownership expected."
4691,MLOps Engineer,Flipkart,Singapore,8+ years,$131K,"mlops, mlflow, aws, docker, ci/cd, agile, communication","We are hiring a MLOps Engineer at Flipkart (Singapore). Experience: 8+ years. Required skills: mlops, mlflow, aws, docker, ci/cd, agile, communication. Responsibilities include designing, building and deploying production systems using mlops, mlflow, aws, docker. Strong problem solving, communication and ownership expected."
4692,LLM Engineer,Zomato,Gurgaon,3-5 years,46 LPA,"langchain, llm, openai, huggingface, python, transformers, fastapi, communication","We are hiring a LLM Engineer at Zomato (Gurgaon). Experience: 3-5 years. Required skills: langchain, llm, openai, huggingface, python, transformers, fastapi, communication. Responsibilities include designing, building and deploying production systems using langchain, llm, openai, huggingface. Strong problem solving, communication and ownership expected."
4693,NLP Engineer,Hugging Face,Delhi NCR,0-1 years,31 LPA,"pytorch, huggingface, bert, nlp, rag, llm, spacy, nltk, transformers, python, linux, scrum","We are hiring a NLP Engineer at Hugging Face (Delhi NCR). Experience: 0-1 years. Required skills: pytorch, huggingface, bert, nlp, rag, llm, spacy, nltk, transformers, python, linux, scrum. Responsibilities include designing, building and deploying production systems using pytorch, huggingface, bert, nlp. Strong problem solving, communication and ownership expected."
4694,QA Automation Engineer,SAP,"London, UK",3-5 years,$110K,"cypress, ci/cd, jira, java, python, git, scrum, problem solving","We are hiring a QA Automation Engineer at SAP (London, UK). Experience: 3-5 years. Required skills: cypress, ci/cd, jira, java, python, git, scrum, problem solving. Responsibilities include designing, building and deploying production systems using cypress, ci/cd, jira, java. Strong problem solving, communication and ownership expected."
4695,LLM Engineer,SAP,"New York, USA",1-3 years,$187K,"pinecone, llm, huggingface, transformers, openai, python, fastapi, langchain, rag, communication, agile","We are hiring a LLM Engineer at SAP (New York, USA). Experience: 1-3 years. Required skills: pinecone, llm, huggingface, transformers, openai, python, fastapi, langchain, rag, communication, agile. Responsibilities include designing, building and deploying production systems using pinecone, llm, huggingface, transformers. Strong problem solving, communication and ownership expected."
4696,Cloud Engineer,BYJU'S,"San Francisco, USA",3-5 years,$100K,"terraform, azure, kubernetes, ci/cd, aws, linux","We are hiring a Cloud Engineer at BYJU'S (San Francisco, USA). Experience: 3-5 years. Required skills: terraform, azure, kubernetes, ci/cd, aws, linux. Responsibilities include designing, building and deploying production systems using terraform, azure, kubernetes, ci/cd. Strong problem solving, communication and ownership expected."
4697,iOS Developer,Cohere,Bangalore,3-5 years,54 LPA,"objective-c, swift, ios, xcode, rest api, docker","We are hiring a iOS Developer at Cohere (Bangalore). Experience: 3-5 years. Required skills: objective-c, swift, ios, xcode, rest api, docker. Responsibilities include designing, building and deploying production systems using objective-c, swift, ios, xcode. Strong problem solving, communication and ownership expected."
4698,LLM Engineer,Intel,"London, UK",1-3 years,$99K,"pinecone, fastapi, python, llm, langchain, rag, git, linux","We are hiring a LLM Engineer at Intel (London, UK). Experience: 1-3 years. Required skills: pinecone, fastapi, python, llm, langchain, rag, git, linux. Responsibilities include designing, building and deploying production systems using pinecone, fastapi, python, llm. Strong problem solving, communication and ownership expected."
4699,BI Developer,AMD,"Toronto, Canada",1-3 years,$232K,"excel, bigquery, etl, snowflake, power bi, linux","We are hiring a BI Developer at AMD (Toronto, Canada). Experience: 1-3 years. Required skills: excel, bigquery, etl, snowflake, power bi, linux. Responsibilities include designing, building and deploying production systems using excel, bigquery, etl, snowflake. Strong problem solving, communication and ownership expected."
4700,iOS Developer,Netflix,Mumbai,8+ years,30 LPA,"ios, swift, rest api, objective-c, xcode, communication","We are hiring a iOS Developer at Netflix (Mumbai). Experience: 8+ years. Required skills: ios, swift, rest api, objective-c, xcode, communication. Responsibilities include designing, building and deploying production systems using ios, swift, rest api, objective-c. Strong problem solving, communication and ownership expected."
4701,Computer Vision Engineer,Intel,Delhi NCR,8+ years,29 LPA,"computer vision, tensorflow, pytorch, cuda, deep learning, opencv, python, git, agile","We are hiring a Computer Vision Engineer at Intel (Delhi NCR). Experience: 8+ years. Required skills: computer vision, tensorflow, pytorch, cuda, deep learning, opencv, python, git, agile. Responsibilities include designing, building and deploying production systems using computer vision, tensorflow, pytorch, cuda. Strong problem solving, communication and ownership expected."
4702,Java Developer,Airbnb,"San Francisco, USA",8+ years,$139K,"spring, sql, microservices, kafka, java, aws, agile, linux","We are hiring a Java Developer at Airbnb (San Francisco, USA). Experience: 8+ years. Required skills: spring, sql, microservices, kafka, java, aws, agile, linux. Responsibilities include designing, building and deploying production systems using spring, sql, microservices, kafka. Strong problem solving, communication and ownership expected."
4703,QA Automation Engineer,Zoho,Singapore,5-8 years,$241K,"java, selenium, python, testng, ci/cd, cypress, jira, problem solving, leadership","We are hiring a QA Automation Engineer at Zoho (Singapore). Experience: 5-8 years. Required skills: java, selenium, python, testng, ci/cd, cypress, jira, problem solving, leadership. Responsibilities include designing, building and deploying production systems using java, selenium, python, testng. Strong problem solving, communication and ownership expected."
4704,Machine Learning Engineer,ServiceNow,"New York, USA",8+ years,$162K,"docker, tensorflow, scikit-learn, airflow, pytorch, python, kubernetes, aws, sagemaker, git, communication","We are hiring a Machine Learning Engineer at ServiceNow (New York, USA). Experience: 8+ years. Required skills: docker, tensorflow, scikit-learn, airflow, pytorch, python, kubernetes, aws, sagemaker, git, communication. Responsibilities include designing, building and deploying production systems using docker, tensorflow, scikit-learn, airflow. Strong problem solving, communication and ownership expected."
4705,BI Developer,Zomato,"London, UK",5-8 years,$228K,"looker, sql, tableau, snowflake, excel, etl, communication, problem solving, agile","We are hiring a BI Developer at Zomato (London, UK). Experience: 5-8 years. Required skills: looker, sql, tableau, snowflake, excel, etl, communication, problem solving, agile. Responsibilities include designing, building and deploying production systems using looker, sql, tableau, snowflake. Strong problem solving, communication and ownership expected."
4706,Data Analyst,Mistral AI,Gurgaon,1-3 years,37 LPA,"data visualization, etl, tableau, excel, python, power bi, statistics, pandas, sql, leadership","We are hiring a Data Analyst at Mistral AI (Gurgaon). Experience: 1-3 years. Required skills: data visualization, etl, tableau, excel, python, power bi, statistics, pandas, sql, leadership. Responsibilities include designing, building and deploying production systems using data visualization, etl, tableau, excel. Strong problem solving, communication and ownership expected."
4707,Database Administrator,BYJU'S,Mumbai,3-5 years,29 LPA,"mysql, mongodb, backup, linux, oracle, sql, agile","We are hiring a Database Administrator at BYJU'S (Mumbai). Experience: 3-5 years. Required skills: mysql, mongodb, backup, linux, oracle, sql, agile. Responsibilities include designing, building and deploying production systems using mysql, mongodb, backup, linux. Strong problem solving, communication and ownership expected."
4708,Backend Developer,ServiceNow,Delhi NCR,5-8 years,22 LPA,"rest api, redis, django, postgresql, flask, aws, python, leadership","We are hiring a Backend Developer at ServiceNow (Delhi NCR). Experience: 5-8 years. Required skills: rest api, redis, django, postgresql, flask, aws, python, leadership. Responsibilities include designing, building and deploying production systems using rest api, redis, django, postgresql. Strong problem solving, communication and ownership expected."
4709,QA Automation Engineer,OpenAI,Gurgaon,0-1 years,34 LPA,"python, selenium, cypress, testng, java, ci/cd, leadership, aws, docker","We are hiring a QA Automation Engineer at OpenAI (Gurgaon). Experience: 0-1 years. Required skills: python, selenium, cypress, testng, java, ci/cd, leadership, aws, docker. Responsibilities include designing, building and deploying production systems using python, selenium, cypress, testng. Strong problem solving, communication and ownership expected."
4710,Security Engineer,Infosys,Pune,2-4 years,22 LPA,"docker, aws, networking, linux, penetration testing, agile, problem solving","We are hiring a Security Engineer at Infosys (Pune). Experience: 2-4 years. Required skills: docker, aws, networking, linux, penetration testing, agile, problem solving. Responsibilities include designing, building and deploying production systems using docker, aws, networking, linux. Strong problem solving, communication and ownership expected."
4711,DevOps Engineer,Microsoft,"London, UK",1-3 years,$204K,"docker, ci/cd, ansible, git, jenkins, kubernetes, terraform, prometheus, aws, linux, problem solving","We are hiring a DevOps Engineer at Microsoft (London, UK). Experience: 1-3 years. Required skills: docker, ci/cd, ansible, git, jenkins, kubernetes, terraform, prometheus, aws, linux, problem solving. Responsibilities include designing, building and deploying production systems using docker, ci/cd, ansible, git. Strong problem solving, communication and ownership expected."
4712,Recommendation Systems Engineer,Zoho,"Toronto, Canada",5-8 years,$235K,"spark, python, recommendation system, machine learning, sql, tensorflow, aws, communication, git","We are hiring a Recommendation Systems Engineer at Zoho (Toronto, Canada). Experience: 5-8 years. Required skills: spark, python, recommendation system, machine learning, sql, tensorflow, aws, communication, git. Responsibilities include designing, building and deploying production systems using spark, python, recommendation system, machine learning. Strong problem solving, communication and ownership expected."
4713,MLOps Engineer,Infosys,Noida,2-4 years,57 LPA,"docker, mlops, python, airflow, aws, kubernetes, ci/cd, problem solving, git, communication","We are hiring a MLOps Engineer at Infosys (Noida). Experience: 2-4 years. Required skills: docker, mlops, python, airflow, aws, kubernetes, ci/cd, problem solving, git, communication. Responsibilities include designing, building and deploying production systems using docker, mlops, python, airflow. Strong problem solving, communication and ownership expected."
4714,iOS Developer,Databricks,Delhi NCR,1-3 years,9 LPA,"xcode, swift, ios, objective-c, rest api, git, scrum","We are hiring a iOS Developer at Databricks (Delhi NCR). Experience: 1-3 years. Required skills: xcode, swift, ios, objective-c, rest api, git, scrum. Responsibilities include designing, building and deploying production systems using xcode, swift, ios, objective-c. Strong problem solving, communication and ownership expected."
4715,Security Engineer,NVIDIA,"London, UK",0-1 years,$96K,"networking, linux, python, docker, aws, scrum","We are hiring a Security Engineer at NVIDIA (London, UK). Experience: 0-1 years. Required skills: networking, linux, python, docker, aws, scrum. Responsibilities include designing, building and deploying production systems using networking, linux, python, docker. Strong problem solving, communication and ownership expected."
4716,SRE,Flipkart,Delhi NCR,1-3 years,36 LPA,"aws, grafana, prometheus, incident response, linux, git, leadership, scrum","We are hiring a SRE at Flipkart (Delhi NCR). Experience: 1-3 years. Required skills: aws, grafana, prometheus, incident response, linux, git, leadership, scrum. Responsibilities include designing, building and deploying production systems using aws, grafana, prometheus, incident response. Strong problem solving, communication and ownership expected."
4717,AI Research Engineer,Twilio,"San Francisco, USA",2-4 years,$114K,"python, transformers, research, deep learning, llm, pytorch, problem solving, leadership, communication","We are hiring a AI Research Engineer at Twilio (San Francisco, USA). Experience: 2-4 years. Required skills: python, transformers, research, deep learning, llm, pytorch, problem solving, leadership, communication. Responsibilities include designing, building and deploying production systems using python, transformers, research, deep learning. Strong problem solving, communication and ownership expected."
4718,Android Developer,Databricks,Hyderabad,1-3 years,51 LPA,"java, firebase, rest api, android, jetpack compose, linux, leadership, git","We are hiring a Android Developer at Databricks (Hyderabad). Experience: 1-3 years. Required skills: java, firebase, rest api, android, jetpack compose, linux, leadership, git. Responsibilities include designing, building and deploying production systems using java, firebase, rest api, android. Strong problem solving, communication and ownership expected."
4719,DevOps Engineer,DeepMind,Gurgaon,8+ years,60 LPA,"jenkins, docker, terraform, ansible, git, kubernetes, linux, prometheus, aws","We are hiring a DevOps Engineer at DeepMind (Gurgaon). Experience: 8+ years. Required skills: jenkins, docker, terraform, ansible, git, kubernetes, linux, prometheus, aws. Responsibilities include designing, building and deploying production systems using jenkins, docker, terraform, ansible. Strong problem solving, communication and ownership expected."
4720,SRE,Accenture,"San Francisco, USA",8+ years,$246K,"kubernetes, linux, prometheus, aws, incident response, grafana, python, docker, communication","We are hiring a SRE at Accenture (San Francisco, USA). Experience: 8+ years. Required skills: kubernetes, linux, prometheus, aws, incident response, grafana, python, docker, communication. Responsibilities include designing, building and deploying production systems using kubernetes, linux, prometheus, aws. Strong problem solving, communication and ownership expected."
4721,Frontend Developer,Razorpay,Bangalore,3-5 years,48 LPA,"redux, javascript, html, typescript, tailwind, aws, scrum, git","We are hiring a Frontend Developer at Razorpay (Bangalore). Experience: 3-5 years. Required skills: redux, javascript, html, typescript, tailwind, aws, scrum, git. Responsibilities include designing, building and deploying production systems using redux, javascript, html, typescript. Strong problem solving, communication and ownership expected."
4722,Backend Developer,HCL,Noida,3-5 years,42 LPA,"flask, fastapi, python, postgresql, aws, rest api, redis, docker, django, git, agile","We are hiring a Backend Developer at HCL (Noida). Experience: 3-5 years. Required skills: flask, fastapi, python, postgresql, aws, rest api, redis, docker, django, git, agile. Responsibilities include designing, building and deploying production systems using flask, fastapi, python, postgresql. Strong problem solving, communication and ownership expected."
4723,LLM Engineer,Freshworks,"San Francisco, USA",2-4 years,$248K,"python, rag, pinecone, openai, fastapi, langchain, transformers, llm, leadership","We are hiring a LLM Engineer at Freshworks (San Francisco, USA). Experience: 2-4 years. Required skills: python, rag, pinecone, openai, fastapi, langchain, transformers, llm, leadership. Responsibilities include designing, building and deploying production systems using python, rag, pinecone, openai. Strong problem solving, communication and ownership expected."
4724,NLP Engineer,NVIDIA,"Berlin, Germany",1-3 years,$158K,"rag, bert, pytorch, transformers, llm, scrum, linux, agile","We are hiring a NLP Engineer at NVIDIA (Berlin, Germany). Experience: 1-3 years. Required skills: rag, bert, pytorch, transformers, llm, scrum, linux, agile. Responsibilities include designing, building and deploying production systems using rag, bert, pytorch, transformers. Strong problem solving, communication and ownership expected."
4725,Data Scientist,Google,Hyderabad,5-8 years,47 LPA,"numpy, scikit-learn, machine learning, nlp, pandas, python, sql, deep learning, statistics, matplotlib, agile, problem solving, scrum","We are hiring a Data Scientist at Google (Hyderabad). Experience: 5-8 years. Required skills: numpy, scikit-learn, machine learning, nlp, pandas, python, sql, deep learning, statistics, matplotlib, agile, problem solving, scrum. Responsibilities include designing, building and deploying production systems using numpy, scikit-learn, machine learning, nlp. Strong problem solving, communication and ownership expected."
4726,Data Scientist,Mistral AI,"Dublin, Ireland",1-3 years,$136K,"scikit-learn, sql, nlp, pandas, machine learning, matplotlib, deep learning, numpy, statistics, python, agile, git, communication","We are hiring a Data Scientist at Mistral AI (Dublin, Ireland). Experience: 1-3 years. Required skills: scikit-learn, sql, nlp, pandas, machine learning, matplotlib, deep learning, numpy, statistics, python, agile, git, communication. Responsibilities include designing, building and deploying production systems using scikit-learn, sql, nlp, pandas. Strong problem solving, communication and ownership expected."
4727,Backend Developer,Atlassian,Chennai,1-3 years,41 LPA,"flask, aws, fastapi, redis, django, rest api, docker, python, postgresql, problem solving, linux, communication","We are hiring a Backend Developer at Atlassian (Chennai). Experience: 1-3 years. Required skills: flask, aws, fastapi, redis, django, rest api, docker, python, postgresql, problem solving, linux, communication. Responsibilities include designing, building and deploying production systems using flask, aws, fastapi, redis. Strong problem solving, communication and ownership expected."
4728,Java Developer,SAP,"San Francisco, USA",3-5 years,$232K,"kafka, aws, spring, java, docker, sql, microservices, leadership, problem solving, scrum","We are hiring a Java Developer at SAP (San Francisco, USA). Experience: 3-5 years. Required skills: kafka, aws, spring, java, docker, sql, microservices, leadership, problem solving, scrum. Responsibilities include designing, building and deploying production systems using kafka, aws, spring, java. Strong problem solving, communication and ownership expected."
4729,Data Engineer,Wipro,Delhi NCR,1-3 years,12 LPA,"snowflake, kafka, python, sql, aws, docker, git","We are hiring a Data Engineer at Wipro (Delhi NCR). Experience: 1-3 years. Required skills: snowflake, kafka, python, sql, aws, docker, git. Responsibilities include designing, building and deploying production systems using snowflake, kafka, python, sql. Strong problem solving, communication and ownership expected."
4730,SRE,Netflix,Bangalore,1-3 years,17 LPA,"python, prometheus, aws, terraform, kubernetes, grafana, linux, incident response, communication, problem solving","We are hiring a SRE at Netflix (Bangalore). Experience: 1-3 years. Required skills: python, prometheus, aws, terraform, kubernetes, grafana, linux, incident response, communication, problem solving. Responsibilities include designing, building and deploying production systems using python, prometheus, aws, terraform. Strong problem solving, communication and ownership expected."
4731,Data Scientist,TCS,"New York, USA",3-5 years,$163K,"machine learning, pandas, python, statistics, sql, scikit-learn, deep learning, numpy, nlp, matplotlib, docker","We are hiring a Data Scientist at TCS (New York, USA). Experience: 3-5 years. Required skills: machine learning, pandas, python, statistics, sql, scikit-learn, deep learning, numpy, nlp, matplotlib, docker. Responsibilities include designing, building and deploying production systems using machine learning, pandas, python, statistics. Strong problem solving, communication and ownership expected."
4732,Java Developer,Intel,Singapore,8+ years,$134K,"microservices, sql, spring, rest api, java, git, docker, linux","We are hiring a Java Developer at Intel (Singapore). Experience: 8+ years. Required skills: microservices, sql, spring, rest api, java, git, docker, linux. Responsibilities include designing, building and deploying production systems using microservices, sql, spring, rest api. Strong problem solving, communication and ownership expected."
4733,Backend Developer,Twilio,Chennai,0-1 years,16 LPA,"flask, redis, aws, python, fastapi, linux","We are hiring a Backend Developer at Twilio (Chennai). Experience: 0-1 years. Required skills: flask, redis, aws, python, fastapi, linux. Responsibilities include designing, building and deploying production systems using flask, redis, aws, python. Strong problem solving, communication and ownership expected."
4734,MLOps Engineer,OpenAI,"London, UK",3-5 years,$169K,"sagemaker, kubernetes, docker, terraform, ci/cd, aws, python, leadership, scrum","We are hiring a MLOps Engineer at OpenAI (London, UK). Experience: 3-5 years. Required skills: sagemaker, kubernetes, docker, terraform, ci/cd, aws, python, leadership, scrum. Responsibilities include designing, building and deploying production systems using sagemaker, kubernetes, docker, terraform. Strong problem solving, communication and ownership expected."
4735,Android Developer,SAP,Pune,2-4 years,37 LPA,"kotlin, rest api, java, android, jetpack compose, git, problem solving, linux","We are hiring a Android Developer at SAP (Pune). Experience: 2-4 years. Required skills: kotlin, rest api, java, android, jetpack compose, git, problem solving, linux. Responsibilities include designing, building and deploying production systems using kotlin, rest api, java, android. Strong problem solving, communication and ownership expected."
4736,Java Developer,Twilio,Singapore,2-4 years,$207K,"aws, sql, spring, rest api, kafka, docker, problem solving, leadership","We are hiring a Java Developer at Twilio (Singapore). Experience: 2-4 years. Required skills: aws, sql, spring, rest api, kafka, docker, problem solving, leadership. Responsibilities include designing, building and deploying production systems using aws, sql, spring, rest api. Strong problem solving, communication and ownership expected."
4737,iOS Developer,Airbnb,Singapore,2-4 years,$93K,"rest api, xcode, objective-c, ios, swift, git, leadership","We are hiring a iOS Developer at Airbnb (Singapore). Experience: 2-4 years. Required skills: rest api, xcode, objective-c, ios, swift, git, leadership. Responsibilities include designing, building and deploying production systems using rest api, xcode, objective-c, ios. Strong problem solving, communication and ownership expected."
4738,Android Developer,NVIDIA,Bangalore,2-4 years,45 LPA,"rest api, firebase, jetpack compose, java, android, kotlin, leadership","We are hiring a Android Developer at NVIDIA (Bangalore). Experience: 2-4 years. Required skills: rest api, firebase, jetpack compose, java, android, kotlin, leadership. Responsibilities include designing, building and deploying production systems using rest api, firebase, jetpack compose, java. Strong problem solving, communication and ownership expected."
4739,Data Engineer,AMD,"London, UK",0-1 years,$219K,"hadoop, aws, snowflake, python, pyspark, spark, airflow, linux, docker","We are hiring a Data Engineer at AMD (London, UK). Experience: 0-1 years. Required skills: hadoop, aws, snowflake, python, pyspark, spark, airflow, linux, docker. Responsibilities include designing, building and deploying production systems using hadoop, aws, snowflake, python. Strong problem solving, communication and ownership expected."
4740,Machine Learning Engineer,Mistral AI,"San Francisco, USA",0-1 years,$186K,"aws, scikit-learn, python, kubernetes, airflow, mlops, tensorflow, scrum, leadership, git","We are hiring a Machine Learning Engineer at Mistral AI (San Francisco, USA). Experience: 0-1 years. Required skills: aws, scikit-learn, python, kubernetes, airflow, mlops, tensorflow, scrum, leadership, git. Responsibilities include designing, building and deploying production systems using aws, scikit-learn, python, kubernetes. Strong problem solving, communication and ownership expected."
4741,Data Engineer,TCS,Noida,5-8 years,6 LPA,"sql, python, pyspark, dbt, etl, kafka, spark, hadoop, scrum, agile","We are hiring a Data Engineer at TCS (Noida). Experience: 5-8 years. Required skills: sql, python, pyspark, dbt, etl, kafka, spark, hadoop, scrum, agile. Responsibilities include designing, building and deploying production systems using sql, python, pyspark, dbt. Strong problem solving, communication and ownership expected."
4742,BI Developer,ServiceNow,"Toronto, Canada",2-4 years,$231K,"etl, snowflake, looker, tableau, bigquery, excel, sql, agile, problem solving","We are hiring a BI Developer at ServiceNow (Toronto, Canada). Experience: 2-4 years. Required skills: etl, snowflake, looker, tableau, bigquery, excel, sql, agile, problem solving. Responsibilities include designing, building and deploying production systems using etl, snowflake, looker, tableau. Strong problem solving, communication and ownership expected."
4743,MLOps Engineer,OpenAI,Noida,2-4 years,38 LPA,"docker, aws, terraform, ci/cd, python, mlflow, kubernetes, sagemaker, airflow, mlops, leadership, agile","We are hiring a MLOps Engineer at OpenAI (Noida). Experience: 2-4 years. Required skills: docker, aws, terraform, ci/cd, python, mlflow, kubernetes, sagemaker, airflow, mlops, leadership, agile. Responsibilities include designing, building and deploying production systems using docker, aws, terraform, ci/cd. Strong problem solving, communication and ownership expected."
4744,LLM Engineer,Snowflake,"Dublin, Ireland",8+ years,$162K,"llm, pinecone, transformers, rag, huggingface, openai, langchain, leadership, scrum, agile","We are hiring a LLM Engineer at Snowflake (Dublin, Ireland). Experience: 8+ years. Required skills: llm, pinecone, transformers, rag, huggingface, openai, langchain, leadership, scrum, agile. Responsibilities include designing, building and deploying production systems using llm, pinecone, transformers, rag. Strong problem solving, communication and ownership expected."
4745,NLP Engineer,Netflix,Mumbai,0-1 years,24 LPA,"python, rag, nlp, huggingface, llm, bert, problem solving, docker, agile","We are hiring a NLP Engineer at Netflix (Mumbai). Experience: 0-1 years. Required skills: python, rag, nlp, huggingface, llm, bert, problem solving, docker, agile. Responsibilities include designing, building and deploying production systems using python, rag, nlp, huggingface. Strong problem solving, communication and ownership expected."
4746,Business Analyst,OpenAI,Mumbai,5-8 years,47 LPA,"power bi, excel, stakeholder management, sql, jira, agile, communication, tableau, leadership, linux","We are hiring a Business Analyst at OpenAI (Mumbai). Experience: 5-8 years. Required skills: power bi, excel, stakeholder management, sql, jira, agile, communication, tableau, leadership, linux. Responsibilities include designing, building and deploying production systems using power bi, excel, stakeholder management, sql. Strong problem solving, communication and ownership expected."
4747,Computer Vision Engineer,Oracle,"London, UK",5-8 years,$149K,"pytorch, python, computer vision, cuda, tensorflow, opencv, deep learning, communication, problem solving, leadership","We are hiring a Computer Vision Engineer at Oracle (London, UK). Experience: 5-8 years. Required skills: pytorch, python, computer vision, cuda, tensorflow, opencv, deep learning, communication, problem solving, leadership. Responsibilities include designing, building and deploying production systems using pytorch, python, computer vision, cuda. Strong problem solving, communication and ownership expected."
4748,BI Developer,Apple,Chennai,5-8 years,46 LPA,"sql, snowflake, power bi, tableau, excel, aws, problem solving, linux","We are hiring a BI Developer at Apple (Chennai). Experience: 5-8 years. Required skills: sql, snowflake, power bi, tableau, excel, aws, problem solving, linux. Responsibilities include designing, building and deploying production systems using sql, snowflake, power bi, tableau. Strong problem solving, communication and ownership expected."
4749,iOS Developer,Mistral AI,"London, UK",2-4 years,$110K,"xcode, swift, ios, rest api, objective-c, leadership, git","We are hiring a iOS Developer at Mistral AI (London, UK). Experience: 2-4 years. Required skills: xcode, swift, ios, rest api, objective-c, leadership, git. Responsibilities include designing, building and deploying production systems using xcode, swift, ios, rest api. Strong problem solving, communication and ownership expected."
4750,Cloud Engineer,Zoho,"Berlin, Germany",8+ years,$87K,"aws, kubernetes, azure, terraform, gcp, docker, git","We are hiring a Cloud Engineer at Zoho (Berlin, Germany). Experience: 8+ years. Required skills: aws, kubernetes, azure, terraform, gcp, docker, git. Responsibilities include designing, building and deploying production systems using aws, kubernetes, azure, terraform. Strong problem solving, communication and ownership expected."
4751,LLM Engineer,Capgemini,Remote,3-5 years,60 LPA,"llm, pinecone, transformers, rag, python, huggingface, langchain, fastapi, aws","We are hiring a LLM Engineer at Capgemini (Remote). Experience: 3-5 years. Required skills: llm, pinecone, transformers, rag, python, huggingface, langchain, fastapi, aws. Responsibilities include designing, building and deploying production systems using llm, pinecone, transformers, rag. Strong problem solving, communication and ownership expected."
4752,Business Analyst,AMD,Delhi NCR,1-3 years,32 LPA,"agile, jira, tableau, communication, excel, power bi, stakeholder management, git, linux, problem solving","We are hiring a Business Analyst at AMD (Delhi NCR). Experience: 1-3 years. Required skills: agile, jira, tableau, communication, excel, power bi, stakeholder management, git, linux, problem solving. Responsibilities include designing, building and deploying production systems using agile, jira, tableau, communication. Strong problem solving, communication and ownership expected."
4753,Business Analyst,Salesforce,Singapore,0-1 years,$84K,"agile, power bi, jira, tableau, sql, git, scrum","We are hiring a Business Analyst at Salesforce (Singapore). Experience: 0-1 years. Required skills: agile, power bi, jira, tableau, sql, git, scrum. Responsibilities include designing, building and deploying production systems using agile, power bi, jira, tableau. Strong problem solving, communication and ownership expected."
4754,Data Scientist,Mistral AI,"Berlin, Germany",5-8 years,$108K,"scikit-learn, sql, pandas, statistics, nlp, python, problem solving, leadership, aws","We are hiring a Data Scientist at Mistral AI (Berlin, Germany). Experience: 5-8 years. Required skills: scikit-learn, sql, pandas, statistics, nlp, python, problem solving, leadership, aws. Responsibilities include designing, building and deploying production systems using scikit-learn, sql, pandas, statistics. Strong problem solving, communication and ownership expected."
4755,Cloud Engineer,Adobe,"London, UK",5-8 years,$211K,"terraform, docker, gcp, kubernetes, linux, aws, azure, ci/cd, communication","We are hiring a Cloud Engineer at Adobe (London, UK). Experience: 5-8 years. Required skills: terraform, docker, gcp, kubernetes, linux, aws, azure, ci/cd, communication. Responsibilities include designing, building and deploying production systems using terraform, docker, gcp, kubernetes. Strong problem solving, communication and ownership expected."
4756,Database Administrator,Snowflake,Pune,8+ years,56 LPA,"oracle, sql, postgresql, mysql, linux, mongodb, backup, agile","We are hiring a Database Administrator at Snowflake (Pune). Experience: 8+ years. Required skills: oracle, sql, postgresql, mysql, linux, mongodb, backup, agile. Responsibilities include designing, building and deploying production systems using oracle, sql, postgresql, mysql. Strong problem solving, communication and ownership expected."
4757,LLM Engineer,Wipro,Mumbai,2-4 years,21 LPA,"llm, langchain, huggingface, fastapi, transformers, scrum, communication","We are hiring a LLM Engineer at Wipro (Mumbai). Experience: 2-4 years. Required skills: llm, langchain, huggingface, fastapi, transformers, scrum, communication. Responsibilities include designing, building and deploying production systems using llm, langchain, huggingface, fastapi. Strong problem solving, communication and ownership expected."
4758,BI Developer,Intel,Singapore,1-3 years,$142K,"tableau, snowflake, looker, sql, bigquery, etl, power bi, aws, docker","We are hiring a BI Developer at Intel (Singapore). Experience: 1-3 years. Required skills: tableau, snowflake, looker, sql, bigquery, etl, power bi, aws, docker. Responsibilities include designing, building and deploying production systems using tableau, snowflake, looker, sql. Strong problem solving, communication and ownership expected."
4759,SRE,Meta,"San Francisco, USA",2-4 years,$212K,"kubernetes, incident response, aws, python, linux, prometheus, terraform, grafana, git, scrum, agile","We are hiring a SRE at Meta (San Francisco, USA). Experience: 2-4 years. Required skills: kubernetes, incident response, aws, python, linux, prometheus, terraform, grafana, git, scrum, agile. Responsibilities include designing, building and deploying production systems using kubernetes, incident response, aws, python. Strong problem solving, communication and ownership expected."
4760,DevOps Engineer,Oracle,Delhi NCR,8+ years,27 LPA,"jenkins, linux, kubernetes, aws, prometheus, ci/cd, docker, ansible, terraform, git, agile","We are hiring a DevOps Engineer at Oracle (Delhi NCR). Experience: 8+ years. Required skills: jenkins, linux, kubernetes, aws, prometheus, ci/cd, docker, ansible, terraform, git, agile. Responsibilities include designing, building and deploying production systems using jenkins, linux, kubernetes, aws. Strong problem solving, communication and ownership expected."
